/*
 Cornu spiral.
 C(NU) is the x-axis.
 S(NU) is the y-axis.
 DELTA(NU)=0.01
*/
 4.669231E-01  4.544070E-01
 4.754995E-01  4.493946E-01
 4.848234E-01  4.459696E-01
 4.946044E-01  4.442417E-01
 5.045361E-01  4.442677E-01
 5.143059E-01  4.460498E-01
 5.236049E-01  4.495345E-01
 5.321372E-01  4.546139E-01
 5.396301E-01  4.611289E-01
 5.458423E-01  4.688737E-01
 5.505729E-01  4.776020E-01
 5.536671E-01  4.870346E-01
 5.550227E-01  4.968686E-01
 5.545927E-01  5.067851E-01
 5.523884E-01  5.164624E-01
 5.484788E-01  5.255845E-01
 5.429894E-01  5.338519E-01
 5.360977E-01  5.409916E-01
 5.280288E-01  5.467667E-01
 5.190477E-01  5.509839E-01
 5.094510E-01  5.535009E-01
 4.995573E-01  5.542312E-01
 4.896966E-01  5.531475E-01
 4.801997E-01  5.502834E-01
 4.713866E-01  5.457325E-01
 4.635560E-01  5.396457E-01
 4.569744E-01  5.322269E-01
 4.518677E-01  5.237260E-01
 4.484122E-01  5.144314E-01
 4.467288E-01  5.046598E-01
 4.468779E-01  4.947460E-01
 4.488573E-01  4.850313E-01
 4.526013E-01  4.758519E-01
 4.579829E-01  4.675268E-01
 4.648172E-01  4.603472E-01
 4.728678E-01  4.545654E-01
 4.818547E-01  4.503862E-01
 4.914633E-01  4.479588E-01
 5.013561E-01  4.473715E-01
 5.111828E-01  4.486481E-01
 5.205947E-01  4.517459E-01
 5.292559E-01  4.565574E-01
 5.368559E-01  4.629131E-01
 5.431204E-01  4.705876E-01
 5.478222E-01  4.793068E-01
 5.507892E-01  4.887574E-01
 5.519112E-01  4.985985E-01
 5.511450E-01  5.084730E-01
 5.485154E-01  5.180210E-01
 5.441158E-01  5.268931E-01
 5.381052E-01  5.347625E-01
 5.307022E-01  5.413382E-01
 5.221782E-01  5.463754E-01
 5.128474E-01  5.496852E-01
 5.030553E-01  5.511421E-01
 4.931665E-01  5.506889E-01
 4.835506E-01  5.483398E-01
 4.745691E-01  5.441802E-01
 4.665610E-01  5.383640E-01
 4.598302E-01  5.311084E-01
 4.546337E-01  5.226864E-01
 4.511713E-01  5.134163E-01
 4.495775E-01  5.036506E-01
 4.499162E-01  4.937616E-01
 4.521770E-01  4.841297E-01
 4.562758E-01  4.751256E-01
 4.620569E-01  4.670981E-01
 4.692986E-01  4.603596E-01
 4.777217E-01  4.551740E-01
 4.869992E-01  4.517458E-01
 4.967696E-01  4.502116E-01
 5.066500E-01  4.506342E-01
 5.162517E-01  4.530000E-01
 5.251952E-01  4.572183E-01
 5.331250E-01  4.631245E-01
 5.397247E-01  4.704865E-01
 5.447292E-01  4.790128E-01
 5.479362E-01  4.883640E-01
 5.492144E-01  4.981664E-01
 5.485097E-01  5.080259E-01
 5.458477E-01  5.175447E-01
 5.413333E-01  5.263370E-01
 5.351474E-01  5.340446E-01
 5.275396E-01  5.403519E-01
 5.188189E-01  5.449992E-01
 5.093411E-01  5.477936E-01
 4.994950E-01  5.486175E-01
 4.896861E-01  5.474344E-01
 4.803205E-01  5.442902E-01
 4.717869E-01  5.393125E-01
 4.644426E-01  5.327064E-01
 4.585957E-01  5.247452E-01
 4.544929E-01  5.157607E-01
 4.523091E-01  5.061287E-01
 4.521390E-01  4.962543E-01
 4.539927E-01  4.865546E-01
 4.577942E-01  4.774410E-01
 4.633846E-01  4.693019E-01
 4.705280E-01  4.624858E-01
 4.789208E-01  4.572862E-01
 4.882046E-01  4.539284E-01
 4.979810E-01  4.525596E-01
 5.078286E-01  4.532413E-01
 5.173211E-01  4.559472E-01
 5.260457E-01  4.605622E-01
 5.336214E-01  4.668880E-01
 5.397155E-01  4.746505E-01
 5.440590E-01  4.835116E-01
 5.464585E-01  4.930831E-01
 5.468057E-01  5.029442E-01
 5.450824E-01  5.126591E-01
 5.413623E-01  5.217969E-01
 5.358082E-01  5.299504E-01
 5.286652E-01  5.367544E-01
 5.202506E-01  5.419029E-01
 5.109408E-01  5.451623E-01
 5.011536E-01  5.463834E-01
 4.913298E-01  5.455086E-01
 4.819143E-01  5.425745E-01
 4.733351E-01  5.377117E-01
 4.659841E-01  5.311391E-01
 4.601985E-01  5.231545E-01
 4.562454E-01  5.141218E-01
 4.543090E-01  5.044546E-01
 4.544810E-01  4.945974E-01
 4.567564E-01  4.850055E-01
 4.610324E-01  4.761236E-01
 4.671130E-01  4.683656E-01
 4.747171E-01  4.620944E-01
 4.834912E-01  4.576053E-01
 4.930257E-01  4.551109E-01
 5.028732E-01  4.547312E-01
 5.125697E-01  4.564868E-01
 5.216567E-01  4.602976E-01
 5.297024E-01  4.659854E-01
 5.363227E-01  4.732822E-01
 5.412002E-01  4.818422E-01
 5.440992E-01  4.912574E-01
 5.448781E-01  5.010775E-01
 5.434967E-01  5.108305E-01
 5.400187E-01  5.200464E-01
 5.346099E-01  5.282776E-01
 5.275301E-01  5.351240E-01
 5.191216E-01  5.402508E-01
 5.097930E-01  5.434057E-01
 4.999995E-01  5.444316E-01
 4.902211E-01  5.432757E-01
 4.809388E-01  5.399918E-01
 4.726114E-01  5.347394E-01
 4.656521E-01  5.277759E-01
 4.604080E-01  5.194446E-01
 4.571422E-01  5.101582E-01
 4.560202E-01  5.003791E-01
 4.571008E-01  4.905959E-01
 4.603327E-01  4.812994E-01
 4.655558E-01  4.729581E-01
 4.725092E-01  4.659940E-01
 4.808432E-01  4.607613E-01
 4.901368E-01  4.575276E-01
 4.999183E-01  4.564600E-01
 5.096892E-01  4.576156E-01
 5.189496E-01  4.609382E-01
 5.272239E-01  4.662599E-01
 5.340852E-01  4.733096E-01
 5.391777E-01  4.817257E-01
 5.422360E-01  4.910750E-01
 5.430986E-01  5.008729E-01
 5.417180E-01  5.106108E-01
 5.381636E-01  5.197808E-01
 5.326184E-01  5.279026E-01
 5.253709E-01  5.345490E-01
 5.167999E-01  5.393687E-01
 5.073558E-01  5.421055E-01
 4.975367E-01  5.426120E-01
 4.878628E-01  5.408586E-01
 4.788482E-01  5.369357E-01
 4.709745E-01  5.310498E-01
 4.646637E-01  5.235130E-01
 4.602558E-01  5.147272E-01
 4.579901E-01  5.051630E-01
 4.579913E-01  4.953344E-01
 4.602620E-01  4.857724E-01
 4.646821E-01  4.769951E-01
 4.710140E-01  4.694800E-01
 4.789152E-01  4.636381E-01
 4.879564E-01  4.597903E-01
 4.976438E-01  4.581497E-01
 5.074465E-01  4.588089E-01
 5.168251E-01  4.617346E-01
 5.252616E-01  4.667678E-01
 5.322880E-01  4.736328E-01
 5.375129E-01  4.819513E-01
 5.406431E-01  4.912615E-01
 5.415018E-01  5.010456E-01
 5.400383E-01  5.107573E-01
 5.363319E-01  5.198517E-01
 5.305882E-01  5.278171E-01
 5.231284E-01  5.342031E-01
 5.143723E-01  5.386468E-01
 5.048143E-01  5.408944E-01
 4.949964E-01  5.408154E-01
 4.854774E-01  5.384116E-01
 4.768015E-01  5.338175E-01
 4.694662E-01  5.272936E-01
 4.638942E-01  5.192121E-01
 4.604083E-01  5.100362E-01
 4.592121E-01  5.002942E-01
 4.603774E-01  4.905489E-01
 4.638395E-01  4.813657E-01
 4.693997E-01  4.732790E-01
 4.767362E-01  4.667619E-01
 4.854225E-01  4.621969E-01
 4.949508E-01  4.598540E-01
 5.047625E-01  4.598733E-01
 5.142799E-01  4.622565E-01
 5.229405E-01  4.668655E-01
 5.302307E-01  4.734302E-01
 5.357162E-01  4.815634E-01
 5.390680E-01  4.907822E-01
 5.400840E-01  5.005382E-01
 5.387007E-01  5.102484E-01
 5.349983E-01  5.193304E-01
 5.291967E-01  5.272377E-01
 5.216432E-01  5.334920E-01
 5.127922E-01  5.377137E-01
 5.031784E-01  5.396447E-01
 4.933848E-01  5.391650E-01
 4.840076E-01  5.363011E-01
 4.756196E-01  5.312251E-01
 4.687352E-01  5.242451E-01
 4.637784E-01  5.157872E-01
 4.610565E-01  5.063698E-01
 4.607397E-01  4.965726E-01
 4.628503E-01  4.870006E-01
 4.672603E-01  4.782473E-01
 4.736983E-01  4.708575E-01
 4.817657E-01  4.652928E-01
 4.909607E-01  4.619028E-01
 5.007094E-01  4.609021E-01
 5.103994E-01  4.623562E-01
 5.194230E-01  4.661765E-01
 5.272087E-01  4.721243E-01
 5.332643E-01  4.798269E-01
 5.372032E-01  4.887968E-01
 5.387734E-01  4.984672E-01
 5.378719E-01  5.082213E-01
 5.345535E-01  5.174382E-01
 5.290283E-01  5.255258E-01
 5.216475E-01  5.319654E-01
 5.128850E-01  5.363398E-01
 5.033026E-01  5.383656E-01
 4.935204E-01  5.379088E-01
 4.841703E-01  5.349962E-01
 4.758617E-01  5.298147E-01
 4.691352E-01  5.226983E-01
 4.644324E-01  5.141097E-01
 4.620633E-01  5.046102E-01
 4.621856E-01  4.948201E-01
 4.647937E-01  4.853844E-01
 4.697192E-01  4.769237E-01
 4.766382E-01  4.699996E-01
 4.850959E-01  4.650709E-01
 4.945311E-01  4.624680E-01
 5.043187E-01  4.623661E-01
 5.138043E-01  4.647748E-01
 5.223552E-01  4.695361E-01
 5.293956E-01  4.763327E-01
 5.344522E-01  4.847113E-01
 5.371813E-01  4.941079E-01
 5.373966E-01  5.038908E-01
 5.350809E-01  5.133967E-01
 5.303879E-01  5.219822E-01
 5.236352E-01  5.290609E-01
 5.152796E-01  5.341501E-01
 5.058917E-01  5.368989E-01
 4.961116E-01  5.371170E-01
 4.866121E-01  5.347869E-01
 4.780453E-01  5.300655E-01
 4.710048E-01  5.232770E-01
 4.659777E-01  5.148871E-01
 4.633153E-01  5.054772E-01
 4.632048E-01  4.956980E-01
 4.656568E-01  4.862311E-01
 4.705024E-01  4.777382E-01
 4.774060E-01  4.708131E-01
 4.858845E-01  4.659442E-01
 4.953451E-01  4.634751E-01
 5.051206E-01  4.635827E-01
 5.145229E-01  4.662621E-01
 5.228842E-01  4.713260E-01
 5.296119E-01  4.784185E-01
 5.342245E-01  4.870360E-01
 5.363917E-01  4.965675E-01
 5.359560E-01  5.063312E-01
 5.329455E-01  5.156299E-01
 5.275744E-01  5.237940E-01
 5.202254E-01  5.302364E-01
 5.114280E-01  5.344896E-01
 5.018147E-01  5.362446E-01
 4.920831E-01  5.353713E-01
 4.829378E-01  5.319303E-01
 4.750468E-01  5.261700E-01
 4.689856E-01  5.185071E-01
 4.652003E-01  5.095013E-01
 4.639701E-01  4.998096E-01
 4.653881E-01  4.901450E-01
 4.693530E-01  4.812173E-01
 4.755749E-01  4.736871E-01
 4.835949E-01  4.681132E-01
 4.928218E-01  4.649097E-01
 5.025697E-01  4.643179E-01
 5.121150E-01  4.663842E-01
 5.207431E-01  4.709569E-01
 5.278094E-01  4.776973E-01
 5.327810E-01  4.861009E-01
 5.352831E-01  4.955394E-01
 5.351244E-01  5.053014E-01
 5.323139E-01  5.146518E-01
 5.270622E-01  5.228812E-01
 5.197641E-01  5.293658E-01
 5.109735E-01  5.336099E-01
 5.013570E-01  5.352885E-01
 4.916496E-01  5.342707E-01
 4.825923E-01  5.306314E-01
 4.748821E-01  5.246477E-01
 4.691115E-01  5.167761E-01
 4.657280E-01  5.076225E-01
 4.649948E-01  4.978908E-01
 4.669714E-01  4.883350E-01
 4.715075E-01  4.796949E-01
 4.782524E-01  4.726444E-01
 4.866839E-01  4.677332E-01
 4.961450E-01  4.653476E-01
 5.058953E-01  4.656766E-01
 5.151722E-01  4.686972E-01
 5.232445E-01  4.741742E-01
 5.294766E-01  4.816796E-01
 5.333734E-01  4.906215E-01
 5.346251E-01  5.002955E-01
 5.331296E-01  5.099335E-01
 5.290026E-01  5.187711E-01
 5.225710E-01  5.261022E-01
 5.143449E-01  5.313415E-01
 5.049818E-01  5.340667E-01
 4.952298E-01  5.340573E-01
 4.858736E-01  5.313115E-01
 4.776655E-01  5.260472E-01
 4.712704E-01  5.186876E-01
 4.672062E-01  5.098246E-01
 4.658054E-01  5.001767E-01
 4.671841E-01  4.905252E-01
 4.712325E-01  4.816574E-01
 4.776237E-01  4.742960E-01
 4.858363E-01  4.690458E-01
 4.952005E-01  4.663380E-01
 5.049468E-01  4.663980E-01
 5.142753E-01  4.692235E-01
 5.224152E-01  4.745844E-01
 5.286919E-01  4.820391E-01
 5.325849E-01  4.909736E-01
 5.337680E-01  5.006459E-01
 5.321404E-01  5.102540E-01
 5.278352E-01  5.189949E-01
 5.212090E-01  5.261391E-01
 5.128154E-01  5.310857E-01
 5.033554E-01  5.334182E-01
 4.936253E-01  5.329378E-01
 4.844430E-01  5.296819E-01
 4.765861E-01  5.239235E-01
 4.707194E-01  5.161465E-01
 4.673435E-01  5.070100E-01
 4.667470E-01  4.972875E-01
 4.689834E-01  4.878083E-01
 4.738652E-01  4.793800E-01
 4.809762E-01  4.727260E-01
 4.897104E-01  4.684173E-01
 4.993175E-01  4.668269E-01
 5.089730E-01  4.680941E-01
 5.178424E-01  4.721120E-01
 5.251598E-01  4.785366E-01
 5.302884E-01  4.868126E-01
 5.327820E-01  4.962246E-01
 5.324205E-01  5.059533E-01
 5.292329E-01  5.151525E-01
 5.234948E-01  5.230172E-01
 5.157070E-01  5.288571E-01
 5.065494E-01  5.321590E-01
 4.968274E-01  5.326296E-01
 4.873953E-01  5.302249E-01
 4.790876E-01  5.251549E-01
 4.726388E-01  5.178648E-01
 4.686237E-01  5.089999E-01
 4.674003E-01  4.993449E-01
 4.690804E-01  4.897601E-01
 4.735172E-01  4.810989E-01
 4.803159E-01  4.741380E-01
 4.888708E-01  4.695012E-01
 4.984141E-01  4.676078E-01
 5.080901E-01  4.686302E-01
 5.170249E-01  4.724789E-01
 5.244127E-01  4.788095E-01
 5.295818E-01  4.870502E-01
 5.320624E-01  4.964569E-01
 5.316261E-01  5.061740E-01
 5.283099E-01  5.153188E-01
 5.224143E-01  5.230544E-01
 5.144750E-01  5.286736E-01
 5.052191E-01  5.316586E-01
 4.954935E-01  5.317335E-01
 4.861935E-01  5.288881E-01
 4.781778E-01  5.233829E-01
 4.721865E-01  5.157229E-01
 4.687773E-01  5.066168E-01
 4.682681E-01  4.969063E-01
 4.707089E-01  4.874951E-01
 4.758756E-01  4.792583E-01
 4.832876E-01  4.729674E-01
 4.922550E-01  4.692111E-01
 5.019373E-01  4.683445E-01
 5.114278E-01  4.704515E-01
 5.198316E-01  4.753360E-01
 5.263570E-01  4.825411E-01
 5.303846E-01  4.913868E-01
 5.315317E-01  5.010388E-01
 5.296866E-01  5.105808E-01
 5.250216E-01  5.191073E-01
 5.179794E-01  5.258040E-01
 5.092286E-01  5.300313E-01
 4.996058E-01  5.313821E-01
 4.900305E-01  5.297246E-01
 4.814238E-01  5.252156E-01
 4.746128E-01  5.182853E-01
 4.702568E-01  5.096009E-01
 4.687780E-01  4.999980E-01
 4.703226E-01  4.904059E-01
 4.747429E-01  4.817554E-01
 4.816129E-01  4.748863E-01
 4.902647E-01  4.704702E-01
